hfhudcode,id,cfname,updateddate,addeddate,reportdate,gown,gloves,head_cover,goggles,coverall,shoe_cover,face_shield,surgmask,n95mask
DOH000000000003553,523,PALAWAN BAPTIST HOSPITAL,2020-04-17 17:01:11,2020-04-17 17:01:11,2020-04-17,30,1000,30,2,10,0,30,250,20
DOH000000000003671,131,"DR. NILO O. ROA MEMORIAL FOUNDATION HOSPITAL, INC.",2020-04-17 10:57:06,2020-04-17 10:57:06,2020-04-17,8,100,50,2,218,8,20,0,20
DOH000000000003787,1181,SAN MIGUEL COMMUNITY HOSPITAL,2020-04-24 11:08:08,2020-04-24 11:08:08,2020-04-24,5,1000,40,2,40,0,50,1100,80
DOH000000000003787,463,SAN MIGUEL COMMUNITY HOSPITAL,2020-04-17 16:07:36,2020-04-17 16:07:36,2020-04-17,5,1000,48,2,44,0,60,1500,60
DOH000000000003827,1955,RAMON MAZA SR. MEMORIAL DISTRICT HOSPITAL,2020-04-25 13:43:30,2020-04-25 13:43:30,2020-04-25,20,250,5,2,5,2,20,250,0
DOH000000000003863,745,CAGRARAY DISTRICT HOSPITAL,2020-04-24 7:41:26,2020-04-24 7:41:26,2020-04-24,2,18,2,2,2,2,9,95,20
DOH000000000003939,1996,MAITUM MUNICIPAL HOSPITAL,2020-04-26 8:01:08,2020-04-26 8:01:08,2020-04-26,5,500,30,2,25,8,20,573,15
DOH000000000003939,580,MAITUM MUNICIPAL HOSPITAL,2020-04-17 19:49:47,2020-04-17 19:49:47,2020-04-17,5,1000,0,2,3,0,20,1000,0
DOH000000000003973,1363,GOV. WILLIAM (BILLY) VILLEGAS MEMORIAL HOSPITAL,2020-04-24 13:18:57,2020-04-24 13:18:57,2020-04-24,3,600,150,2,40,14,59,100,10
DOH000000000004075,1525,CORPUZ CLINIC AND HOSPITAL,2020-04-24 14:49:32,2020-04-24 14:49:32,2020-04-24,39,500,300,2,0,5,136,350,5
DOH000000000004075,362,CORPUZ CLINIC AND HOSPITAL,2020-04-17 15:09:16,2020-04-17 15:09:16,2020-04-17,3,572,300,2,0,5,3,350,5
DOH000000000004186,213,TEODORO B. GALAGAR DISTRICT HOSPITAL,2020-04-17 12:18:54,2020-04-17 12:18:54,2020-04-17,60,23100,3453,2,100,4,105,3100,90
DOH000000000004186,1211,TEODORO B. GALAGAR DISTRICT HOSPITAL,2020-04-24 11:28:08,2020-04-24 11:28:08,2020-04-24,80,20620,3453,2,47,4,30,2150,730
DOH000000000004332,582,FRANCO CLINIC AND HOSPITAL,2020-04-17 20:06:45,2020-04-17 20:06:45,2020-04-17,3,5,3,2,0,0,5,10,2
DOH000000000004332,1432,FRANCO CLINIC AND HOSPITAL,2020-04-24 14:01:44,2020-04-24 14:01:44,2020-04-24,5,100,10,2,3,3,15,45,5
DOH000000000004439,940,FELIPE ABRIGO MEMORIAL HOSPITAL,2020-04-24 9:10:20,2020-04-24 9:10:20,2020-04-24,15,100,100,2,15,100,100,100,20
DOH000000000004456,403,GATTARAN EMERGENCY HOSPITAL,2020-04-17 15:37:18,2020-04-17 15:37:18,2020-04-17,0,500,40,2,30,40,3,970,280
DOH000000000004507,612,NAGA CITY HOSPITAL,2020-04-18 8:15:09,2020-04-18 8:15:09,2020-04-18,21,200,100,2,40,100,50,1000,15
DOH000000000004558,398,"SOMOSO GENERAL HOSPITAL, INC.",2020-04-17 15:33:58,2020-04-17 15:33:58,2020-04-17,0,50,0,2,0,10,2,50,5
DOH000000000004558,1598,"SOMOSO GENERAL HOSPITAL, INC.",2020-04-24 15:23:28,2020-04-24 15:23:28,2020-04-24,0,30,0,2,0,10,2,30,5
DOH000000000004696,802,BBCSS PEDIATRIC MEDICAL AND SURGICAL CLINIC,2020-04-24 8:16:34,2020-04-24 8:16:34,2020-04-24,8,4,0,2,4,0,8,60,0
DOH000000000004696,27,BBCSS PEDIATRIC MEDICAL AND SURGICAL CLINIC,2020-04-17 8:14:43,2020-04-17 8:14:43,2020-04-17,8,4,0,2,4,0,8,60,0
DOH000000000004924,138,ST. MAGDALENE HOSPITAL,2020-04-17 11:02:24,2020-04-17 11:02:24,2020-04-17,16,50,5,2,3,5,13,50,0
DOH000000000005045,1310,DELFIN ALBANO COMMUNITY HOSPITAL,2020-04-24 12:40:24,2020-04-24 12:40:24,2020-04-24,40,400,50,2,5,2,20,100,0
DOH000000000005446,781,PATHFINDER ESTATE HOSPITAL,2020-04-24 8:08:19,2020-04-24 8:08:19,2020-04-24,2,75,3,2,1,2,5,0,3
DOH000000000005504,756,DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDAT,2020-04-24 7:47:26,2020-04-24 7:47:26,2020-04-24,15,400,80,2,1,10,15,10,2
DOH000000000005504,30,DR. DOMINGO B. TAMONDONG MEMORIAL HOSPITAL & COLLEGE FOUNDAT,2020-04-17 8:16:34,2020-04-17 8:16:34,2020-04-17,20,500,100,2,1,20,15,10,2
DOH000000000005526,1221,TOMAS-CACAL MEDICAL CLINIC & HOSPITAL,2020-04-24 11:32:43,2020-04-24 11:32:43,2020-04-24,5,0,5,2,0,0,5,0,0
DOH000000000005526,330,TOMAS-CACAL MEDICAL CLINIC & HOSPITAL,2020-04-17 14:52:16,2020-04-17 14:52:16,2020-04-17,5,0,5,2,0,0,5,0,0
DOH000000000005572,1608,PEDRO L. GINDAP MUNICIPAL HOSPITAL,2020-04-24 15:31:25,2020-04-24 15:31:25,2020-04-24,2,50,2,2,2,2,2,100,2
DOH000000000005642,440,SALOMON-MANGILET MATERNITY AND MEDICAL HOSPITAL,2020-04-17 15:54:27,2020-04-17 15:54:27,2020-04-17,0,5,5,2,0,0,2,0,20
DOH000000000005671,1086,PHILLIPS MEMORIAL HOSPITAL,2020-04-24 10:16:59,2020-04-24 10:16:59,2020-04-24,2,2,2,2,0,2,0,2,2
DOH000000000005694,645,ILOCOS SUR COOPERATIVE MEDICAL MISSION GROUP AND HOSPITAL,2020-04-18 12:29:30,2020-04-18 12:29:30,2020-04-18,10,250,250,2,0,0,23,250,0
DOH000000000005931,1940,MABINAY MEDICARE COMMUNITY HOSPITAL,2020-04-25 12:07:01,2020-04-25 12:07:01,2020-04-25,6,200,1,2,2,2,30,300,20
DOH000000000006031,1470,MALUNGON MUNICIPAL HOSPITAL,2020-04-24 14:23:17,2020-04-24 14:23:17,2020-04-24,0,100,150,2,9,40,20,500,0
DOH000000000006576,1842,SALUG VALLEY MEDICAL CENTER,2020-04-24 18:27:08,2020-04-24 18:27:08,2020-04-24,10,150,20,2,0,1,2,80,0
DOH000000000006576,552,SALUG VALLEY MEDICAL CENTER,2020-04-17 18:06:16,2020-04-17 18:06:16,2020-04-17,10,150,20,2,0,1,2,100,0
DOH000000000006588,1281,"SABAL HOSPITAL, INC.",2020-04-24 12:12:33,2020-04-24 12:12:33,2020-04-24,0,300,20,2,4,2,50,100,120
DOH000000000006588,400,"SABAL HOSPITAL, INC.",2020-04-17 15:36:33,2020-04-17 15:36:33,2020-04-17,4,300,20,2,4,2,30,150,10
DOH000000000006857,2002,BAIS DISTRICT HOSPITAL,2020-04-26 9:00:57,2020-04-26 9:00:57,2020-04-26,32,400,29,2,45,77,94,100,15
DOH000000000006869,1385,GERONA HOSPITAL OF THE SACRED HEART,2020-04-24 13:29:12,2020-04-24 13:29:12,2020-04-24,11,320,100,2,0,50,30,88,0
DOH000000000023605,1958,GUMACA DISTRICT HOSPITAL,2020-04-25 14:03:09,2020-04-25 14:03:09,2020-04-25,458,10000,275,2,335,14,390,2650,270
DOH000000000023762,187,ASENTISTA DOCTORS HOSPITAL AND LABORATORY,2020-04-17 11:45:01,2020-04-17 11:45:01,2020-04-17,2,200,0,2,1,0,0,100,7
DOH000000000027113,548,HIBO-FRANCISCO HOSPITAL,2020-04-17 17:44:35,2020-04-17 17:44:35,2020-04-17,2,200,100,2,2,0,15,0,0
DOH000000000027113,1426,HIBO-FRANCISCO HOSPITAL,2020-04-24 13:56:45,2020-04-24 13:56:45,2020-04-24,2,200,100,2,0,0,15,50,0
DOH000000000027779,93,SIBUCO MUNICIPAL HOSPITAL,2020-04-17 9:55:30,2020-04-17 9:55:30,2020-04-17,2,12,2,2,2,2,2,15,6
DOH000000000027779,1352,SIBUCO MUNICIPAL HOSPITAL,2020-04-24 13:13:31,2020-04-24 13:13:31,2020-04-24,2,25,5,2,5,2,8,20,6
DOH000000000029741,1140,"PACIFIC GLOBAL MEDICAL CENTER, INC.",2020-04-24 10:44:29,2020-04-24 10:44:29,2020-04-24,125,1100,700,2,200,0,800,6400,96
DOH000000000030898,1813,PANIQUI GENERAL HOSPITAL,2020-04-24 17:38:14,2020-04-24 17:38:14,2020-04-24,20,300,300,2,50,100,30,300,50
DOH000000000031927,52,NICC DOCTORS HOSPITAL,2020-04-17 8:44:14,2020-04-17 8:44:14,2020-04-17,83,8200,383,2,5,243,80,100,6
DOH000000000031927,1475,NICC DOCTORS HOSPITAL,2020-04-24 14:25:40,2020-04-24 14:25:40,2020-04-24,77,5100,342,2,18,205,88,92,12
DOH000000000032065,792,UNIVERSITY OF NORTHERN PHILIPPINES HOSPITAL,2020-04-24 8:15:03,2020-04-24 8:15:03,2020-04-24,2,2,2,2,2,2,2,2,2
DOH000000000032293,1326,DR. JOHN A. IGLESIA MEDICAL CLINIC,2020-04-24 12:48:33,2020-04-24 12:48:33,2020-04-24,6,100,150,2,10,0,25,0,0
DOH000000000032437,1697,SJP INFIRMARY DIAGNOSTIC AND PHARMACY,2020-04-24 16:07:49,2020-04-24 16:07:49,2020-04-24,5,300,20,2,2,10,10,300,0
DOH000000000032776,1820,GROSPE POLYMEDIC,2020-04-24 17:43:16,2020-04-24 17:43:16,2020-04-24,0,400,0,2,1,0,2,50,2
DOH000000000034296,475,"ST. PAUL SURIGAO UNIVERSITY HOSPITAL, INC.",2020-04-17 16:18:10,2020-04-17 16:18:10,2020-04-17,10,100,30,2,9,30,15,0,0
DOH000000000034462,870,DOCTORS COMMUNITY HOSPITAL,2020-04-24 8:45:25,2020-04-24 8:45:25,2020-04-24,4,1000,200,2,0,0,8,0,0
DOH000000000034464,732,"ZONE MEDICAL AND INTERVENTION HOSPITAL, INC.",2020-04-24 7:10:23,2020-04-24 7:10:23,2020-04-24,6,30,6,2,2,0,10,40,0
DOH000000000035954,1302,HOLY CHILD MEDICAL CITY INC.,2020-04-24 12:35:57,2020-04-24 12:35:57,2020-04-24,10,500,50,2,10,2,15,10,5
DOH000000000035954,544,HOLY CHILD MEDICAL CITY INC.,2020-04-17 17:40:01,2020-04-17 17:40:01,2020-04-17,10,200,15,2,10,2,4,20,5
DOH000000000038007,104,GRUPO MEDICO DE DIOS INC.,2020-04-17 10:15:45,2020-04-17 10:15:45,2020-04-17,10,13000,1100,2,0,10,0,50,60
DOH000000000038007,949,GRUPO MEDICO DE DIOS INC.,2020-04-24 9:13:57,2020-04-24 9:13:57,2020-04-24,10,12000,1050,2,0,10,0,50,60
DOH000000000038484,1930,PNP PRO8 INFIRMARY,2020-04-25 10:39:10,2020-04-25 10:39:10,2020-04-25,0,100,0,2,3,2,6,150,0
,132,,2020-04-17 10:57:47,2020-04-17 10:57:47,2020-04-17,3,3,3,3,3,3,6,3,3
DOH000000000000313,695,DUMLAO HOSPITAL,2020-04-19 15:08:18,2020-04-19 15:08:18,2020-04-19,10,20,10,3,10,0,15,5,5
DOH000000000000352,1952,"CAINGLET MED. HOSPITAL, INC.",2020-04-25 13:19:00,2020-04-25 13:19:00,2020-04-25,15,300,50,3,3,0,2,10,20
DOH000000000000354,1733,ERNESTOGUADALUPECOMM.HOSPITAL,2020-04-24 16:29:18,2020-04-24 16:29:18,2020-04-24,5,100,50,3,5,5,20,0,0
DOH000000000000358,1023,LUDOVICE GENERAL HOSPITAL,2020-04-24 9:46:56,2020-04-24 9:46:56,2020-04-24,5,0,10,3,3,10,20,0,10
DOH000000000000457,1229,CODILLA-RAMOS CLINIC AND HOSPITAL,2020-04-24 11:35:32,2020-04-24 11:35:32,2020-04-24,5,50,0,3,0,0,5,50,5
DOH000000000000618,1367,LEYTE PROVINCIAL HOSPITAL,2020-04-24 13:21:19,2020-04-24 13:21:19,2020-04-24,0,200,100,3,20,0,50,100,30
DOH000000000000643,1056,MALIMONO DISTRICT HOSPITAL,2020-04-24 10:06:07,2020-04-24 10:06:07,2020-04-24,0,150,10,3,0,8,20,100,10
DOH000000000000643,606,MALIMONO DISTRICT HOSPITAL,2020-04-18 7:08:04,2020-04-18 7:08:04,2020-04-18,0,200,10,3,0,8,20,100,10
DOH000000000000672,1571,MINDANAO MEDICAL CENTER,2020-04-24 15:12:57,2020-04-24 15:12:57,2020-04-24,49,10047,1081,3,3,0,0,1707,167
DOH000000000000741,2010,OSPITAL NG SANTA CRUZ,2020-04-26 10:56:02,2020-04-26 10:56:02,2020-04-26,29,1400,333,3,8,17,95,300,20
DOH000000000000763,1128,"SAINT GABRIEL MEDICAL CENTER, INC. (new)",2020-04-24 10:39:12,2020-04-24 10:39:12,2020-04-24,5,9000,4000,3,10,1000,11,200,0
DOH000000000002131,465,DVO. ORIENTAL PROV'L. HOSP-MANAY,2020-04-17 16:11:09,2020-04-17 16:11:09,2020-04-17,8,4500,20,3,3,0,32,45,8
DOH000000000002192,1038,SNH BUSTOS CORPORATION,2020-04-24 9:56:16,2020-04-24 9:56:16,2020-04-24,25,100,25,3,25,25,25,0,0
DOH000000000002332,441,DE LOS REYES MEDICAL CLINIC,2020-04-17 15:54:27,2020-04-17 15:54:27,2020-04-17,12,57,95,3,10,5,30,46,10
DOH000000000002332,1819,DE LOS REYES MEDICAL CLINIC,2020-04-24 17:42:31,2020-04-24 17:42:31,2020-04-24,10,50,90,3,10,5,30,39,10
DOH000000000002406,224,DR. A.P ZANTUA MEMORIAL HOSPITAL,2020-04-17 12:42:55,2020-04-17 12:42:55,2020-04-17,7,100,3,3,2,0,14,100,14
DOH000000000002406,717,DR. A.P ZANTUA MEMORIAL HOSPITAL,2020-04-24 6:30:48,2020-04-24 6:30:48,2020-04-24,7,100,3,3,6,0,37,120,32
DOH000000000002657,1468,NAUJAN MUNICIPAL HOSPITAL,2020-04-24 14:22:36,2020-04-24 14:22:36,2020-04-24,22,2400,280,3,5,17,60,700,23
DOH000000000002753,836,LABELLA HOSPITAL,2020-04-24 8:32:08,2020-04-24 8:32:08,2020-04-24,22,5600,15,3,22,0,8,1736,162
DOH000000000003211,1220,DVO. ORIENTAL PROV'L HOSP.- LUPON,2020-04-24 11:31:43,2020-04-24 11:31:43,2020-04-24,10,2100,77,3,93,90,66,4000,8
DOH000000000003317,741,DANAO-SALE HOSPITAL,2020-04-24 7:38:08,2020-04-24 7:38:08,2020-04-24,3,4,10,3,2,2,15,4,15
DOH000000000003317,43,DANAO-SALE HOSPITAL,2020-04-17 8:32:41,2020-04-17 8:32:41,2020-04-17,3,5,10,3,2,2,6,4,10
DOH000000000003385,76,"BUTUAN PUERICULTURE CENTER NO. 394, INC.",2020-04-17 9:36:45,2020-04-17 9:36:45,2020-04-17,18,3,200,3,0,0,25,6,0
DOH000000000003385,2008,"BUTUAN PUERICULTURE CENTER NO. 394, INC.",2020-04-26 10:43:18,2020-04-26 10:43:18,2020-04-26,18,400,300,3,0,0,25,200,0
DOH000000000003564,806,NASIPIT DISTRICT HOSPITAL,2020-04-24 8:18:23,2020-04-24 8:18:23,2020-04-24,0,1000,122,3,136,52,199,650,90
DOH000000000003564,216,NASIPIT DISTRICT HOSPITAL,2020-04-17 12:29:05,2020-04-17 12:29:05,2020-04-17,10,1200,149,3,112,20,204,550,60
DOH000000000003671,1688,"DR. NILO O. ROA MEMORIAL FOUNDATION HOSPITAL, INC.",2020-04-24 16:02:39,2020-04-24 16:02:39,2020-04-24,10,100,100,3,203,10,30,50,0
DOH000000000003758,1841,BUGASONG MEDICARE COMMUNITY HOSPITAL,2020-04-24 18:20:28,2020-04-24 18:20:28,2020-04-24,9,24,5,3,51,5,16,736,64
DOH000000000003810,978,BUKIDNON PROVINCIAL HOSPITAL - SAN FERNANDO,2020-04-24 9:27:13,2020-04-24 9:27:13,2020-04-24,0,8700,450,3,0,0,4,4850,14
DOH000000000003810,18,BUKIDNON PROVINCIAL HOSPITAL - SAN FERNANDO,2020-04-17 7:59:39,2020-04-17 7:59:39,2020-04-17,0,9000,500,3,0,0,4,5000,14
DOH000000000003831,60,CATAINGAN DISTRICT HOSPITAL,2020-04-17 8:56:03,2020-04-17 8:56:03,2020-04-17,3,1000,3,3,3,3,15,100,20
DOH000000000003863,15,CAGRARAY DISTRICT HOSPITAL,2020-04-17 7:40:01,2020-04-17 7:40:01,2020-04-17,3,20,3,3,3,3,9,100,20
DOH000000000003884,1068,SABATER HOSPITAL,2020-04-24 10:10:39,2020-04-24 10:10:39,2020-04-24,3,165,11,3,5,0,11,14,0
DOH000000000004056,1720,MATALOM COMMUNITY HOSPITAL,2020-04-24 16:23:37,2020-04-24 16:23:37,2020-04-24,5,100,50,3,10,0,40,100,33
DOH000000000004056,447,MATALOM COMMUNITY HOSPITAL,2020-04-17 15:58:10,2020-04-17 15:58:10,2020-04-17,2,100,10,3,0,0,40,50,0
DOH000000000004238,1486,SANTO ROSARIO MATERNITY AND MEDICAL CLINIC,2020-04-24 14:31:23,2020-04-24 14:31:23,2020-04-24,5,100,48,3,12,1,15,76,20
DOH000000000004475,980,"SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC.",2020-04-24 9:28:23,2020-04-24 9:28:23,2020-04-24,18,15,81,3,0,0,210,50,0
DOH000000000004587,1321,SANDIG MEDICAL CLINIC AND HOSPITAL,2020-04-24 12:44:26,2020-04-24 12:44:26,2020-04-24,20,1000,700,3,50,20,50,600,3
DOH000000000005014,344,ZAPANTA MATERNITY & GENERAL HOSPITAL,2020-04-17 14:57:31,2020-04-17 14:57:31,2020-04-17,3,50,3,3,3,3,12,50,0
DOH000000000005014,1195,ZAPANTA MATERNITY & GENERAL HOSPITAL,2020-04-24 11:18:06,2020-04-24 11:18:06,2020-04-24,3,25,3,3,5,3,5,50,10
DOH000000000005045,97,DELFIN ALBANO COMMUNITY HOSPITAL,2020-04-17 10:01:55,2020-04-17 10:01:55,2020-04-17,50,500,60,3,0,2,30,100,0
DOH000000000005048,1083,SANTA CRUZ COMMUNITY HOSPITAL,2020-04-24 10:16:44,2020-04-24 10:16:44,2020-04-24,3,220,6,3,5,0,0,0,0
DOH000000000005072,839,DINAGAT DISTRICT HOSPITAL,2020-04-24 8:33:37,2020-04-24 8:33:37,2020-04-24,5,0,0,3,4,0,6,20,5
DOH000000000005204,921,MARIHATAG DISTRICT HOSPITAL,2020-04-24 9:04:48,2020-04-24 9:04:48,2020-04-24,20,0,0,3,50,0,15,2,0
DOH000000000005204,307,MARIHATAG DISTRICT HOSPITAL,2020-04-17 14:25:30,2020-04-17 14:25:30,2020-04-17,20,0,0,3,50,0,15,2,0
DOH000000000005265,1029,"QUIJANO CLINIC AND HOSPITAL, INC.",2020-04-24 9:49:38,2020-04-24 9:49:38,2020-04-24,20,200,100,3,20,50,50,100,10
DOH000000000005377,1403,MEDICAL MISSION GROUP HOSPITAL & HEALTH SERVICES COOPERATIVE,2020-04-24 13:38:25,2020-04-24 13:38:25,2020-04-24,25,1000,70,3,0,20,21,0,0
DOH000000000005377,382,MEDICAL MISSION GROUP HOSPITAL & HEALTH SERVICES COOPERATIVE,2020-04-17 15:22:37,2020-04-17 15:22:37,2020-04-17,9,1000,50,3,0,100,0,0,0
DOH000000000005436,1836,MELVERY MATERNITY AND GENERAL HOSPITAL,2020-04-24 18:05:54,2020-04-24 18:05:54,2020-04-24,3,50,3,3,3,3,3,20,3
DOH000000000005446,133,PATHFINDER ESTATE HOSPITAL,2020-04-17 10:58:01,2020-04-17 10:58:01,2020-04-17,2,100,4,3,0,2,10,0,4
DOH000000000005597,162,FR. GERRY FILIPPETTO MEMORIAL FOUNDATION HOSPITAL,2020-04-17 11:24:36,2020-04-17 11:24:36,2020-04-17,10,2400,508,3,4,30,0,1300,50
DOH000000000005597,1381,FR. GERRY FILIPPETTO MEMORIAL FOUNDATION HOSPITAL,2020-04-24 13:28:12,2020-04-24 13:28:12,2020-04-24,10,1800,458,3,4,30,0,1200,50
DOH000000000005694,1569,ILOCOS SUR COOPERATIVE MEDICAL MISSION GROUP AND HOSPITAL,2020-04-24 15:12:13,2020-04-24 15:12:13,2020-04-24,4,200,100,3,4,0,25,300,4
DOH000000000005697,391,LIM COMMUNITY HOSPITAL,2020-04-17 15:31:47,2020-04-17 15:31:47,2020-04-17,8,200,100,3,0,10,30,250,5
DOH000000000005697,1142,LIM COMMUNITY HOSPITAL,2020-04-24 10:45:36,2020-04-24 10:45:36,2020-04-24,7,155,99,3,0,10,25,230,5
DOH000000000006015,467,DR. ROGELIO M. GARCIA MEMORIAL HOSPITAL,2020-04-17 16:11:40,2020-04-17 16:11:40,2020-04-17,12,50,50,3,0,3,20,100,2
DOH000000000006015,960,DR. ROGELIO M. GARCIA MEMORIAL HOSPITAL,2020-04-24 9:18:58,2020-04-24 9:18:58,2020-04-24,5,30,0,3,0,3,20,35,0
DOH000000000006879,1875,JUSTICE CALIXTO O. ZALDIVAR MEMORIAL HOSPITAL,2020-04-24 21:40:26,2020-04-24 21:40:26,2020-04-24,5,30,5,3,5,5,0,300,10
DOH000000000007028,84,JESUS THE GOOD SHEPHERD HOSPITAL,2020-04-17 9:43:21,2020-04-17 9:43:21,2020-04-17,10,1,5,3,5,0,3,2,0
DOH000000000013109,226,"SAN LORENZO HOSPITAL HEALTH MANAGEMENT COMPANY, INC.",2020-04-17 12:46:39,2020-04-17 12:46:39,2020-04-17,10,220,69,3,0,0,30,30,0
DOH000000000013109,994,"SAN LORENZO HOSPITAL HEALTH MANAGEMENT COMPANY, INC.",2020-04-24 9:33:11,2020-04-24 9:33:11,2020-04-24,10,150,65,3,0,0,35,30,0
DOH000000000017445,773,"HOLY NAME UNIVERSITY MEDICAL CENTER, INC.",2020-04-24 8:01:21,2020-04-24 8:01:21,2020-04-24,5,300000,100000,3,50,290,145,7045,71
DOH000000000023735,1346,BALAYAN BAYVIEW HOSPITAL AND MEDICAL CENTER,2020-04-24 13:05:59,2020-04-24 13:05:59,2020-04-24,20,3,150,3,23,150,15,0,19
DOH000000000030126,1686,SAGNAY INFIRMARY,2020-04-24 16:01:08,2020-04-24 16:01:08,2020-04-24,10,100,50,3,8,5,20,50,0
DOH000000000032445,317,BARRIOS-BUSINOS MEDICAL CLINIC AND HOSPITAL,2020-04-17 14:42:03,2020-04-17 14:42:03,2020-04-17,3,3,3,3,3,3,3,3,3
DOH000000000032446,1794,OUR LADY OF LOURDES INFIRMARY,2020-04-24 17:11:50,2020-04-24 17:11:50,2020-04-24,38,800,75,3,17,7,36,18,0
DOH000000000032919,1767,JOHN MARK VILLANUEVA MEDICAL CLINIC,2020-04-24 16:47:02,2020-04-24 16:47:02,2020-04-24,3,500,100,3,3,100,26,100,5
DOH000000000033250,1757,"WELLSERVED INFIRMARY AND DRUGSTORE, INC.",2020-04-24 16:43:07,2020-04-24 16:43:07,2020-04-24,20,400,30,3,0,0,30,500,12
DOH000000000033684,1652,PUERTO GALERA URGENT CARE CLINIC & DIAGNOSTIC CENTER,2020-04-24 15:46:43,2020-04-24 15:46:43,2020-04-24,5,100,30,3,2,0,5,40,5
DOH000000000033684,323,PUERTO GALERA URGENT CARE CLINIC & DIAGNOSTIC CENTER,2020-04-17 14:47:28,2020-04-17 14:47:28,2020-04-17,5,100,30,3,2,0,5,40,5
DOH000000000034439,1079,DALAPO-RUDINAS MEDICAL CLINIC,2020-04-24 10:15:28,2020-04-24 10:15:28,2020-04-24,8,400,30,3,3,0,25,200,0
DOH000000000035382,1387,QUALI-LIFE MEDICAL AND LYING-IN CLINIC,2020-04-24 13:30:14,2020-04-24 13:30:14,2020-04-24,6,28,28,3,1,14,14,28,3
DOH000000000035957,1578,MLANG GOOD SAMARITAN HOSPITAL,2020-04-24 15:16:45,2020-04-24 15:16:45,2020-04-24,3,100,0,3,5,0,20,50,3
DOH000000000037030,428,POLYMEDIC BIRTHING AND NATAL CARE,2020-04-17 15:46:10,2020-04-17 15:46:10,2020-04-17,3,100,100,3,0,0,6,0,0
DOH000000000037030,868,POLYMEDIC BIRTHING AND NATAL CARE,2020-04-24 8:44:40,2020-04-24 8:44:40,2020-04-24,3,50,100,3,0,0,6,0,0
DOH000000000037752,449,MANUPAC DOCTORS HEALTHCARE,2020-04-17 15:58:28,2020-04-17 15:58:28,2020-04-17,6,10,0,3,1,0,30,0,0
DOH000000000037752,1855,MANUPAC DOCTORS HEALTHCARE,2020-04-24 19:25:49,2020-04-24 19:25:49,2020-04-24,3,1000,0,3,12,0,30,0,50
DOH000000000037945,764,KARMELLI CLINIC AND HOSPITAL PINILI INC.,2020-04-24 7:54:47,2020-04-24 7:54:47,2020-04-24,5,300,50,3,5,5,8,50,0
DOH000000000037945,407,KARMELLI CLINIC AND HOSPITAL PINILI INC.,2020-04-17 15:38:47,2020-04-17 15:38:47,2020-04-17,5,200,60,3,5,0,6,50,5
DOH000000000037946,714,LB CRUEL MEDICAL CLINIC,2020-04-24 6:14:31,2020-04-24 6:14:31,2020-04-24,0,100,0,3,0,0,10,100,0
DOH000000000000024,1045,GERTES CLINIC AND HOSPITAL,2020-04-24 10:01:34,2020-04-24 10:01:34,2020-04-24,20,300,100,4,4,10,25,100,20
DOH000000000000243,1015,MAPANDAN COMMUNITY HOSPITAL,2020-04-24 9:42:00,2020-04-24 9:42:00,2020-04-24,5,97,5,4,17,5,180,33,2
DOH000000000000318,308,DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,2020-04-17 14:25:34,2020-04-17 14:25:34,2020-04-17,2,100,100,4,0,20,18,0,0
DOH000000000000318,1002,DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,2020-04-24 9:35:11,2020-04-24 9:35:11,2020-04-24,50,100,100,4,0,50,18,0,0
DOH000000000000340,967,"CUISON HOSPITAL, INC.",2020-04-24 9:21:47,2020-04-24 9:21:47,2020-04-24,30,500,500,4,36,3,105,1000,20
DOH000000000000388,817,MENDOZA GENERAL HOSPITAL,2020-04-24 8:22:32,2020-04-24 8:22:32,2020-04-24,20,500,218,4,50,0,148,425,4
DOH000000000000480,1872,CIRIACO S. TIROL HOSPITAL,2020-04-24 21:27:03,2020-04-24 21:27:03,2020-04-24,4,0,4,4,4,4,4,100,0
DOH000000000000566,778,HINUNANGAN COMMUNITY HOSPITAL,2020-04-24 8:06:00,2020-04-24 8:06:00,2020-04-24,4,0,0,4,8,8,13,100,0
DOH000000000000608,454,"LADY OF LOURDES HOSPITAL OF CAYBIGA, INC.",2020-04-17 16:01:33,2020-04-17 16:01:33,2020-04-17,2,300,60,4,5,10,20,100,20
DOH000000000000608,1758,"LADY OF LOURDES HOSPITAL OF CAYBIGA, INC.",2020-04-24 16:43:20,2020-04-24 16:43:20,2020-04-24,10,200,100,4,10,20,20,100,20
DOH000000000001891,1927,BAYAWAN DISTRICT HOSPITAL,2020-04-25 10:31:26,2020-04-25 10:31:26,2020-04-25,2,400,16,4,9,4,7,25,32
DOH000000000001891,670,BAYAWAN DISTRICT HOSPITAL,2020-04-18 17:02:14,2020-04-18 17:02:14,2020-04-18,2,200,12,4,6,0,7,16,20
DOH000000000001933,1006,MIRANDA FAMILY HOSPITAL,2020-04-24 9:38:06,2020-04-24 9:38:06,2020-04-24,5,1000,700,4,18,2,48,58,6
DOH000000000002919,1258,OFELIA L. MENDOZA MATERNITY AND GENERAL HOSPITAL,2020-04-24 11:56:45,2020-04-24 11:56:45,2020-04-24,8,150,20,4,5,5,15,30,5
