hfhudcode,id,cfname,updateddate,addeddate,reportdate,gown,gloves,head_cover,goggles,coverall,shoe_cover,face_shield,surgmask,n95mask
DOH000000000002332,3107,DE LOS REYES MEDICAL CLINIC,2020-05-01 15:56:29,2020-05-01 15:56:29,2020-05-01,10,50,90,3,10,5,30,35,10
DOH000000000002332,1819,DE LOS REYES MEDICAL CLINIC,2020-04-24 17:42:31,2020-04-24 17:42:31,2020-04-24,10,50,90,3,10,5,30,39,10
DOH000000000002332,441,DE LOS REYES MEDICAL CLINIC,2020-04-17 15:54:27,2020-04-17 15:54:27,2020-04-17,12,57,95,3,10,5,30,46,10
DOH000000000002350,3144,GENERAL TRIAS MEDICARE HOSPITAL,2020-05-01 16:11:57,2020-05-01 16:11:57,2020-05-01,0,1550,60,3,55,0,15,1330,11
DOH000000000002406,224,DR. A.P ZANTUA MEMORIAL HOSPITAL,2020-04-17 12:42:55,2020-04-17 12:42:55,2020-04-17,7,100,3,3,2,0,14,100,14
DOH000000000002406,717,DR. A.P ZANTUA MEMORIAL HOSPITAL,2020-04-24 6:30:48,2020-04-24 6:30:48,2020-04-24,7,100,3,3,6,0,37,120,32
DOH000000000002421,2206,BISLIG DISTRICT HOSPITAL,2020-05-01 8:18:39,2020-05-01 8:18:39,2020-05-01,20,100,100,3,25,30,20,50,5
DOH000000000002657,1468,NAUJAN MUNICIPAL HOSPITAL,2020-04-24 14:22:36,2020-04-24 14:22:36,2020-04-24,22,2400,280,3,5,17,60,700,23
DOH000000000002752,2748,CARLOS P. ACOSTA CLINIC & HOSPITAL,2020-05-01 12:35:36,2020-05-01 12:35:36,2020-05-01,12,200,15,3,15,15,8,250,20
DOH000000000002753,836,LABELLA HOSPITAL,2020-04-24 8:32:08,2020-04-24 8:32:08,2020-04-24,22,5600,15,3,22,0,8,1736,162
DOH000000000003211,2167,DVO. ORIENTAL PROV'L HOSP.- LUPON,2020-05-01 8:00:40,2020-05-01 8:00:40,2020-05-01,110,1400,67,3,85,190,193,3850,8
DOH000000000003211,1220,DVO. ORIENTAL PROV'L HOSP.- LUPON,2020-04-24 11:31:43,2020-04-24 11:31:43,2020-04-24,10,2100,77,3,93,90,66,4000,8
DOH000000000003299,2062,GENEROSA I. GONZALES MEMORIAL HOSPITAL,2020-05-01 6:15:15,2020-05-01 6:15:15,2020-05-01,3,100,6,3,2,2,20,25,10
DOH000000000003317,741,DANAO-SALE HOSPITAL,2020-04-24 7:38:08,2020-04-24 7:38:08,2020-04-24,3,4,10,3,2,2,15,4,15
DOH000000000003317,43,DANAO-SALE HOSPITAL,2020-04-17 8:32:41,2020-04-17 8:32:41,2020-04-17,3,5,10,3,2,2,6,4,10
DOH000000000003385,76,"BUTUAN PUERICULTURE CENTER NO. 394, INC.",2020-04-17 9:36:45,2020-04-17 9:36:45,2020-04-17,18,3,200,3,0,0,25,6,0
DOH000000000003385,2643,"BUTUAN PUERICULTURE CENTER NO. 394, INC.",2020-05-01 11:28:10,2020-05-01 11:28:10,2020-05-01,17,1000,1000,3,0,0,25,100,0
DOH000000000003385,2008,"BUTUAN PUERICULTURE CENTER NO. 394, INC.",2020-04-26 10:43:18,2020-04-26 10:43:18,2020-04-26,18,400,300,3,0,0,25,200,0
DOH000000000003564,216,NASIPIT DISTRICT HOSPITAL,2020-04-17 12:29:05,2020-04-17 12:29:05,2020-04-17,10,1200,149,3,112,20,204,550,60
DOH000000000003564,806,NASIPIT DISTRICT HOSPITAL,2020-04-24 8:18:23,2020-04-24 8:18:23,2020-04-24,0,1000,122,3,136,52,199,650,90
DOH000000000003671,1688,"DR. NILO O. ROA MEMORIAL FOUNDATION HOSPITAL, INC.",2020-04-24 16:02:39,2020-04-24 16:02:39,2020-04-24,10,100,100,3,203,10,30,50,0
DOH000000000003671,2356,"DR. NILO O. ROA MEMORIAL FOUNDATION HOSPITAL, INC.",2020-05-01 9:08:34,2020-05-01 9:08:34,2020-05-01,10,500,50,3,15,10,10,50,2
DOH000000000003758,1841,BUGASONG MEDICARE COMMUNITY HOSPITAL,2020-04-24 18:20:28,2020-04-24 18:20:28,2020-04-24,9,24,5,3,51,5,16,736,64
DOH000000000003787,2517,SAN MIGUEL COMMUNITY HOSPITAL,2020-05-01 10:19:12,2020-05-01 10:19:12,2020-05-01,40,1600,150,3,44,40,50,2000,100
DOH000000000003810,18,BUKIDNON PROVINCIAL HOSPITAL - SAN FERNANDO,2020-04-17 7:59:39,2020-04-17 7:59:39,2020-04-17,0,9000,500,3,0,0,4,5000,14
DOH000000000003810,2406,BUKIDNON PROVINCIAL HOSPITAL - SAN FERNANDO,2020-05-01 9:27:16,2020-05-01 9:27:16,2020-05-01,0,8200,250,3,0,0,4,4600,0
DOH000000000003810,978,BUKIDNON PROVINCIAL HOSPITAL - SAN FERNANDO,2020-04-24 9:27:13,2020-04-24 9:27:13,2020-04-24,0,8700,450,3,0,0,4,4850,14
DOH000000000003831,60,CATAINGAN DISTRICT HOSPITAL,2020-04-17 8:56:03,2020-04-17 8:56:03,2020-04-17,3,1000,3,3,3,3,15,100,20
DOH000000000003863,15,CAGRARAY DISTRICT HOSPITAL,2020-04-17 7:40:01,2020-04-17 7:40:01,2020-04-17,3,20,3,3,3,3,9,100,20
DOH000000000003884,1068,SABATER HOSPITAL,2020-04-24 10:10:39,2020-04-24 10:10:39,2020-04-24,3,165,11,3,5,0,11,14,0
DOH000000000004056,447,MATALOM COMMUNITY HOSPITAL,2020-04-17 15:58:10,2020-04-17 15:58:10,2020-04-17,2,100,10,3,0,0,40,50,0
DOH000000000004056,1720,MATALOM COMMUNITY HOSPITAL,2020-04-24 16:23:37,2020-04-24 16:23:37,2020-04-24,5,100,50,3,10,0,40,100,33
DOH000000000004056,2803,MATALOM COMMUNITY HOSPITAL,2020-05-01 13:20:26,2020-05-01 13:20:26,2020-05-01,5,100,50,3,10,0,40,100,33
DOH000000000004238,1486,SANTO ROSARIO MATERNITY AND MEDICAL CLINIC,2020-04-24 14:31:23,2020-04-24 14:31:23,2020-04-24,5,100,48,3,12,1,15,76,20
DOH000000000004475,2503,"SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC.",2020-05-01 10:11:36,2020-05-01 10:11:36,2020-05-01,18,15,81,3,0,0,210,50,0
DOH000000000004475,980,"SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC.",2020-04-24 9:28:23,2020-04-24 9:28:23,2020-04-24,18,15,81,3,0,0,210,50,0
DOH000000000004587,1321,SANDIG MEDICAL CLINIC AND HOSPITAL,2020-04-24 12:44:26,2020-04-24 12:44:26,2020-04-24,20,1000,700,3,50,20,50,600,3
DOH000000000004587,2465,SANDIG MEDICAL CLINIC AND HOSPITAL,2020-05-01 9:51:37,2020-05-01 9:51:37,2020-05-01,20,950,650,3,50,20,50,550,3
DOH000000000004665,2492,MADRID DISTRICT HOSPITAL,2020-05-01 10:04:10,2020-05-01 10:04:10,2020-05-01,0,150,200,3,18,20,80,650,3
DOH000000000005014,1195,ZAPANTA MATERNITY & GENERAL HOSPITAL,2020-04-24 11:18:06,2020-04-24 11:18:06,2020-04-24,3,25,3,3,5,3,5,50,10
DOH000000000005014,344,ZAPANTA MATERNITY & GENERAL HOSPITAL,2020-04-17 14:57:31,2020-04-17 14:57:31,2020-04-17,3,50,3,3,3,3,12,50,0
DOH000000000005045,97,DELFIN ALBANO COMMUNITY HOSPITAL,2020-04-17 10:01:55,2020-04-17 10:01:55,2020-04-17,50,500,60,3,0,2,30,100,0
DOH000000000005048,1083,SANTA CRUZ COMMUNITY HOSPITAL,2020-04-24 10:16:44,2020-04-24 10:16:44,2020-04-24,3,220,6,3,5,0,0,0,0
DOH000000000005072,839,DINAGAT DISTRICT HOSPITAL,2020-04-24 8:33:37,2020-04-24 8:33:37,2020-04-24,5,0,0,3,4,0,6,20,5
DOH000000000005077,2322,"UNITED DOCTOR'S HOSPITAL OF TAGUM, INC.",2020-05-01 8:57:07,2020-05-01 8:57:07,2020-05-01,3,100,100,3,0,0,0,100,5
DOH000000000005204,921,MARIHATAG DISTRICT HOSPITAL,2020-04-24 9:04:48,2020-04-24 9:04:48,2020-04-24,20,0,0,3,50,0,15,2,0
DOH000000000005204,307,MARIHATAG DISTRICT HOSPITAL,2020-04-17 14:25:30,2020-04-17 14:25:30,2020-04-17,20,0,0,3,50,0,15,2,0
DOH000000000005204,2444,MARIHATAG DISTRICT HOSPITAL,2020-05-01 9:42:47,2020-05-01 9:42:47,2020-05-01,18,0,0,3,50,0,15,50,0
DOH000000000005265,1029,"QUIJANO CLINIC AND HOSPITAL, INC.",2020-04-24 9:49:38,2020-04-24 9:49:38,2020-04-24,20,200,100,3,20,50,50,100,10
DOH000000000005265,2086,"QUIJANO CLINIC AND HOSPITAL, INC.",2020-05-01 6:55:40,2020-05-01 6:55:40,2020-05-01,15,100,80,3,10,50,50,90,20
DOH000000000005377,1403,MEDICAL MISSION GROUP HOSPITAL & HEALTH SERVICES COOPERATIVE,2020-04-24 13:38:25,2020-04-24 13:38:25,2020-04-24,25,1000,70,3,0,20,21,0,0
DOH000000000005377,2928,MEDICAL MISSION GROUP HOSPITAL & HEALTH SERVICES COOPERATIVE,2020-05-01 14:32:13,2020-05-01 14:32:13,2020-05-01,33,1000,100,3,10,70,21,100,50
DOH000000000005377,382,MEDICAL MISSION GROUP HOSPITAL & HEALTH SERVICES COOPERATIVE,2020-04-17 15:22:37,2020-04-17 15:22:37,2020-04-17,9,1000,50,3,0,100,0,0,0
DOH000000000005436,1836,MELVERY MATERNITY AND GENERAL HOSPITAL,2020-04-24 18:05:54,2020-04-24 18:05:54,2020-04-24,3,50,3,3,3,3,3,20,3
DOH000000000005436,2799,MELVERY MATERNITY AND GENERAL HOSPITAL,2020-05-01 13:16:57,2020-05-01 13:16:57,2020-05-01,3,50,3,3,3,3,3,20,3
DOH000000000005446,133,PATHFINDER ESTATE HOSPITAL,2020-04-17 10:58:01,2020-04-17 10:58:01,2020-04-17,2,100,4,3,0,2,10,0,4
DOH000000000005597,162,FR. GERRY FILIPPETTO MEMORIAL FOUNDATION HOSPITAL,2020-04-17 11:24:36,2020-04-17 11:24:36,2020-04-17,10,2400,508,3,4,30,0,1300,50
DOH000000000005597,2612,FR. GERRY FILIPPETTO MEMORIAL FOUNDATION HOSPITAL,2020-05-01 11:07:10,2020-05-01 11:07:10,2020-05-01,10,11800,1558,3,4,28,0,1050,50
DOH000000000005597,1381,FR. GERRY FILIPPETTO MEMORIAL FOUNDATION HOSPITAL,2020-04-24 13:28:12,2020-04-24 13:28:12,2020-04-24,10,1800,458,3,4,30,0,1200,50
DOH000000000005694,1569,ILOCOS SUR COOPERATIVE MEDICAL MISSION GROUP AND HOSPITAL,2020-04-24 15:12:13,2020-04-24 15:12:13,2020-04-24,4,200,100,3,4,0,25,300,4
DOH000000000005697,391,LIM COMMUNITY HOSPITAL,2020-04-17 15:31:47,2020-04-17 15:31:47,2020-04-17,8,200,100,3,0,10,30,250,5
DOH000000000005697,2174,LIM COMMUNITY HOSPITAL,2020-05-01 8:04:38,2020-05-01 8:04:38,2020-05-01,7,150,95,3,0,10,25,225,5
DOH000000000005697,1142,LIM COMMUNITY HOSPITAL,2020-04-24 10:45:36,2020-04-24 10:45:36,2020-04-24,7,155,99,3,0,10,25,230,5
DOH000000000006015,467,DR. ROGELIO M. GARCIA MEMORIAL HOSPITAL,2020-04-17 16:11:40,2020-04-17 16:11:40,2020-04-17,12,50,50,3,0,3,20,100,2
DOH000000000006015,960,DR. ROGELIO M. GARCIA MEMORIAL HOSPITAL,2020-04-24 9:18:58,2020-04-24 9:18:58,2020-04-24,5,30,0,3,0,3,20,35,0
DOH000000000006717,2783,REVELO MEDICAL CLINIC,2020-05-01 13:01:43,2020-05-01 13:01:43,2020-05-01,3,6,0,3,9,3,0,3,1
DOH000000000006879,1875,JUSTICE CALIXTO O. ZALDIVAR MEMORIAL HOSPITAL,2020-04-24 21:40:26,2020-04-24 21:40:26,2020-04-24,5,30,5,3,5,5,0,300,10
DOH000000000007028,84,JESUS THE GOOD SHEPHERD HOSPITAL,2020-04-17 9:43:21,2020-04-17 9:43:21,2020-04-17,10,1,5,3,5,0,3,2,0
DOH000000000007500,2392,BURUANGA MUNICIPAL HOSPITAL,2020-05-01 9:21:29,2020-05-01 9:21:29,2020-05-01,0,0,0,3,0,9,48,12,22
DOH000000000013109,226,"SAN LORENZO HOSPITAL HEALTH MANAGEMENT COMPANY, INC.",2020-04-17 12:46:39,2020-04-17 12:46:39,2020-04-17,10,220,69,3,0,0,30,30,0
DOH000000000013109,2245,"SAN LORENZO HOSPITAL HEALTH MANAGEMENT COMPANY, INC.",2020-05-01 8:32:34,2020-05-01 8:32:34,2020-05-01,21,130,56,3,0,0,35,35,0
DOH000000000013109,994,"SAN LORENZO HOSPITAL HEALTH MANAGEMENT COMPANY, INC.",2020-04-24 9:33:11,2020-04-24 9:33:11,2020-04-24,10,150,65,3,0,0,35,30,0
DOH000000000017445,773,"HOLY NAME UNIVERSITY MEDICAL CENTER, INC.",2020-04-24 8:01:21,2020-04-24 8:01:21,2020-04-24,5,300000,100000,3,50,290,145,7045,71
DOH000000000023735,1346,BALAYAN BAYVIEW HOSPITAL AND MEDICAL CENTER,2020-04-24 13:05:59,2020-04-24 13:05:59,2020-04-24,20,3,150,3,23,150,15,0,19
DOH000000000023735,2725,BALAYAN BAYVIEW HOSPITAL AND MEDICAL CENTER,2020-05-01 12:12:46,2020-05-01 12:12:46,2020-05-01,20,150,100,3,23,150,15,0,24
DOH000000000030126,1686,SAGNAY INFIRMARY,2020-04-24 16:01:08,2020-04-24 16:01:08,2020-04-24,10,100,50,3,8,5,20,50,0
DOH000000000032060,2289,PAREDES MEDICAL CENTER AND HOSPITAL,2020-05-01 8:44:41,2020-05-01 8:44:41,2020-05-01,10,2300,0,3,30,20,230,320,33
DOH000000000032445,317,BARRIOS-BUSINOS MEDICAL CLINIC AND HOSPITAL,2020-04-17 14:42:03,2020-04-17 14:42:03,2020-04-17,3,3,3,3,3,3,3,3,3
DOH000000000032446,1794,OUR LADY OF LOURDES INFIRMARY,2020-04-24 17:11:50,2020-04-24 17:11:50,2020-04-24,38,800,75,3,17,7,36,18,0
DOH000000000032919,1767,JOHN MARK VILLANUEVA MEDICAL CLINIC,2020-04-24 16:47:02,2020-04-24 16:47:02,2020-04-24,3,500,100,3,3,100,26,100,5
DOH000000000032919,2985,JOHN MARK VILLANUEVA MEDICAL CLINIC,2020-05-01 15:07:54,2020-05-01 15:07:54,2020-05-01,3,500,100,3,3,100,26,100,5
DOH000000000033250,2921,"WELLSERVED INFIRMARY AND DRUGSTORE, INC.",2020-05-01 14:30:16,2020-05-01 14:30:16,2020-05-01,18,385,28,3,0,0,27,487,12
DOH000000000033250,1757,"WELLSERVED INFIRMARY AND DRUGSTORE, INC.",2020-04-24 16:43:07,2020-04-24 16:43:07,2020-04-24,20,400,30,3,0,0,30,500,12
DOH000000000033684,2798,PUERTO GALERA URGENT CARE CLINIC & DIAGNOSTIC CENTER,2020-05-01 13:16:35,2020-05-01 13:16:35,2020-05-01,5,100,50,3,2,0,5,50,5
DOH000000000033684,1652,PUERTO GALERA URGENT CARE CLINIC & DIAGNOSTIC CENTER,2020-04-24 15:46:43,2020-04-24 15:46:43,2020-04-24,5,100,30,3,2,0,5,40,5
DOH000000000033684,323,PUERTO GALERA URGENT CARE CLINIC & DIAGNOSTIC CENTER,2020-04-17 14:47:28,2020-04-17 14:47:28,2020-04-17,5,100,30,3,2,0,5,40,5
DOH000000000034439,1079,DALAPO-RUDINAS MEDICAL CLINIC,2020-04-24 10:15:28,2020-04-24 10:15:28,2020-04-24,8,400,30,3,3,0,25,200,0
DOH000000000035382,1387,QUALI-LIFE MEDICAL AND LYING-IN CLINIC,2020-04-24 13:30:14,2020-04-24 13:30:14,2020-04-24,6,28,28,3,1,14,14,28,3
DOH000000000035382,2786,QUALI-LIFE MEDICAL AND LYING-IN CLINIC,2020-05-01 13:03:46,2020-05-01 13:03:46,2020-05-01,6,28,28,3,1,14,14,28,3
DOH000000000035953,2078,DELLY DELFIN LORCA HEALTH CARE,2020-05-01 6:42:30,2020-05-01 6:42:30,2020-05-01,0,50,0,3,0,0,5,5,5
DOH000000000035957,2927,MLANG GOOD SAMARITAN HOSPITAL,2020-05-01 14:31:26,2020-05-01 14:31:26,2020-05-01,3,100,0,3,5,0,20,50,3
DOH000000000035957,1578,MLANG GOOD SAMARITAN HOSPITAL,2020-04-24 15:16:45,2020-04-24 15:16:45,2020-04-24,3,100,0,3,5,0,20,50,3
DOH000000000036847,2320,ST. JUDE HOSPITAL,2020-05-01 8:56:59,2020-05-01 8:56:59,2020-05-01,21,185,18,3,5,0,20,285,13
DOH000000000037030,428,POLYMEDIC BIRTHING AND NATAL CARE,2020-04-17 15:46:10,2020-04-17 15:46:10,2020-04-17,3,100,100,3,0,0,6,0,0
DOH000000000037030,2919,POLYMEDIC BIRTHING AND NATAL CARE,2020-05-01 14:29:49,2020-05-01 14:29:49,2020-05-01,3,50,50,3,0,0,6,0,0
DOH000000000037030,868,POLYMEDIC BIRTHING AND NATAL CARE,2020-04-24 8:44:40,2020-04-24 8:44:40,2020-04-24,3,50,100,3,0,0,6,0,0
DOH000000000037752,1855,MANUPAC DOCTORS HEALTHCARE,2020-04-24 19:25:49,2020-04-24 19:25:49,2020-04-24,3,1000,0,3,12,0,30,0,50
DOH000000000037752,2623,MANUPAC DOCTORS HEALTHCARE,2020-05-01 11:13:36,2020-05-01 11:13:36,2020-05-01,3,1600,0,3,12,0,31,0,50
DOH000000000037752,449,MANUPAC DOCTORS HEALTHCARE,2020-04-17 15:58:28,2020-04-17 15:58:28,2020-04-17,6,10,0,3,1,0,30,0,0
DOH000000000037945,764,KARMELLI CLINIC AND HOSPITAL PINILI INC.,2020-04-24 7:54:47,2020-04-24 7:54:47,2020-04-24,5,300,50,3,5,5,8,50,0
DOH000000000037945,407,KARMELLI CLINIC AND HOSPITAL PINILI INC.,2020-04-17 15:38:47,2020-04-17 15:38:47,2020-04-17,5,200,60,3,5,0,6,50,5
DOH000000000037946,2071,LB CRUEL MEDICAL CLINIC,2020-05-01 6:34:57,2020-05-01 6:34:57,2020-05-01,0,200,0,3,0,0,15,100,0
DOH000000000037946,714,LB CRUEL MEDICAL CLINIC,2020-04-24 6:14:31,2020-04-24 6:14:31,2020-04-24,0,100,0,3,0,0,10,100,0
DOH000000000000024,3043,GERTES CLINIC AND HOSPITAL,2020-05-01 15:30:51,2020-05-01 15:30:51,2020-05-01,20,250,100,4,4,10,25,100,20
DOH000000000000024,1045,GERTES CLINIC AND HOSPITAL,2020-04-24 10:01:34,2020-04-24 10:01:34,2020-04-24,20,300,100,4,4,10,25,100,20
DOH000000000000243,1015,MAPANDAN COMMUNITY HOSPITAL,2020-04-24 9:42:00,2020-04-24 9:42:00,2020-04-24,5,97,5,4,17,5,180,33,2
DOH000000000000243,2193,MAPANDAN COMMUNITY HOSPITAL,2020-05-01 8:14:18,2020-05-01 8:14:18,2020-05-01,5,97,5,4,17,5,180,33,2
DOH000000000000318,2561,DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,2020-05-01 10:42:56,2020-05-01 10:42:56,2020-05-01,50,100,100,4,5,50,16,20,0
DOH000000000000318,1002,DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,2020-04-24 9:35:11,2020-04-24 9:35:11,2020-04-24,50,100,100,4,0,50,18,0,0
DOH000000000000318,308,DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,2020-04-17 14:25:34,2020-04-17 14:25:34,2020-04-17,2,100,100,4,0,20,18,0,0
DOH000000000000340,2290,"CUISON HOSPITAL, INC.",2020-05-01 8:44:50,2020-05-01 8:44:50,2020-05-01,30,900,1200,4,30,3,40,800,15
DOH000000000000340,967,"CUISON HOSPITAL, INC.",2020-04-24 9:21:47,2020-04-24 9:21:47,2020-04-24,30,500,500,4,36,3,105,1000,20
DOH000000000000388,2883,MENDOZA GENERAL HOSPITAL,2020-05-01 14:11:25,2020-05-01 14:11:25,2020-05-01,15,200,120,4,30,0,120,260,0
DOH000000000000388,817,MENDOZA GENERAL HOSPITAL,2020-04-24 8:22:32,2020-04-24 8:22:32,2020-04-24,20,500,218,4,50,0,148,425,4
DOH000000000000480,1872,CIRIACO S. TIROL HOSPITAL,2020-04-24 21:27:03,2020-04-24 21:27:03,2020-04-24,4,0,4,4,4,4,4,100,0
DOH000000000000480,2983,CIRIACO S. TIROL HOSPITAL,2020-05-01 15:06:58,2020-05-01 15:06:58,2020-05-01,4,4,4,4,0,4,20,50,4
DOH000000000000566,778,HINUNANGAN COMMUNITY HOSPITAL,2020-04-24 8:06:00,2020-04-24 8:06:00,2020-04-24,4,0,0,4,8,8,13,100,0
DOH000000000000608,1758,"LADY OF LOURDES HOSPITAL OF CAYBIGA, INC.",2020-04-24 16:43:20,2020-04-24 16:43:20,2020-04-24,10,200,100,4,10,20,20,100,20
DOH000000000000608,454,"LADY OF LOURDES HOSPITAL OF CAYBIGA, INC.",2020-04-17 16:01:33,2020-04-17 16:01:33,2020-04-17,2,300,60,4,5,10,20,100,20
DOH000000000000652,2693,MASBATE MEDICAL MISSION GROUP HOSPITAL SERVICE COOPERATIVE,2020-05-01 11:52:07,2020-05-01 11:52:07,2020-05-01,123,4000,3000,4,0,3000,70,2500,40
DOH000000000000697,2090,PANTAO DISTRICT HOSPITAL,2020-05-01 6:59:20,2020-05-01 6:59:20,2020-05-01,15,150,20,4,0,20,30,250,0
DOH000000000001891,670,BAYAWAN DISTRICT HOSPITAL,2020-04-18 17:02:14,2020-04-18 17:02:14,2020-04-18,2,200,12,4,6,0,7,16,20
DOH000000000001891,1927,BAYAWAN DISTRICT HOSPITAL,2020-04-25 10:31:26,2020-04-25 10:31:26,2020-04-25,2,400,16,4,9,4,7,25,32
DOH000000000001933,2686,MIRANDA FAMILY HOSPITAL,2020-05-01 11:48:01,2020-05-01 11:48:01,2020-05-01,5,800,600,4,18,2,48,40,4
DOH000000000001933,1006,MIRANDA FAMILY HOSPITAL,2020-04-24 9:38:06,2020-04-24 9:38:06,2020-04-24,5,1000,700,4,18,2,48,58,6
DOH000000000002159,2295,MANITO MUNICIPAL HOSPITAL,2020-05-01 8:47:14,2020-05-01 8:47:14,2020-05-01,14,240,50,4,6,50,45,150,0
DOH000000000002549,2674,QUEZON COMMUNITY INFIRMARY,2020-05-01 11:38:44,2020-05-01 11:38:44,2020-05-01,10,9,15,4,15,20,45,10,12
DOH000000000002919,2877,OFELIA L. MENDOZA MATERNITY AND GENERAL HOSPITAL,2020-05-01 14:08:44,2020-05-01 14:08:44,2020-05-01,6,100,30,4,6,5,10,30,6
DOH000000000002919,1258,OFELIA L. MENDOZA MATERNITY AND GENERAL HOSPITAL,2020-04-24 11:56:45,2020-04-24 11:56:45,2020-04-24,8,150,20,4,5,5,15,30,5
DOH000000000002928,991,DINGRAS DISTRICT HOSPITAL,2020-04-24 9:32:28,2020-04-24 9:32:28,2020-04-24,50,100,300,4,50,300,5,100,0
DOH000000000003441,2257,DR. BONIFACIA V. ALBANO MEMORIAL HOSPITAL,2020-05-01 8:36:00,2020-05-01 8:36:00,2020-05-01,4,500,0,4,10,20,60,450,0
DOH000000000003441,943,DR. BONIFACIA V. ALBANO MEMORIAL HOSPITAL,2020-04-24 9:11:21,2020-04-24 9:11:21,2020-04-24,4,1509,0,4,0,0,10,0,0
DOH000000000003441,367,DR. BONIFACIA V. ALBANO MEMORIAL HOSPITAL,2020-04-17 15:12:16,2020-04-17 15:12:16,2020-04-17,6,2000,50,4,0,0,10,0,0
DOH000000000003778,159,CAMP EVANGELISTA STATION HOSPITAL,2020-04-17 11:22:31,2020-04-17 11:22:31,2020-04-17,8,2300,0,4,2,0,0,100,182
DOH000000000003778,2705,CAMP EVANGELISTA STATION HOSPITAL,2020-05-01 12:02:35,2020-05-01 12:02:35,2020-05-01,8,1200,0,4,2,0,0,0,50
DOH000000000003778,1028,CAMP EVANGELISTA STATION HOSPITAL,2020-04-24 9:48:56,2020-04-24 9:48:56,2020-04-24,8,1800,0,4,2,0,0,0,100
DOH000000000003808,13,"BRENT HOSPITAL AND COLLEGES, INC.",2020-04-17 7:37:09,2020-04-17 7:37:09,2020-04-17,10,30,50,4,3,0,100,0,0
DOH000000000004291,2676,BAYUGAN JM YAP STO. NINO HOSPITAL,2020-05-01 11:41:09,2020-05-01 11:41:09,2020-05-01,6,80,4,4,0,0,50,0,0
DOH000000000004291,1399,BAYUGAN JM YAP STO. NINO HOSPITAL,2020-04-24 13:35:46,2020-04-24 13:35:46,2020-04-24,6,80,4,4,0,0,38,0,0
DOH000000000004295,2862,CAN-AVID MUNICIPAL HOSPITAL,2020-05-01 14:03:12,2020-05-01 14:03:12,2020-05-01,180,900,20,4,4,0,60,40,50
DOH000000000004295,2022,CAN-AVID MUNICIPAL HOSPITAL,2020-04-26 13:25:48,2020-04-26 13:25:48,2020-04-26,180,1200,30,4,4,0,74,140,60
DOH000000000004355,2737,DIVINE HEART MEDICAL SERVICE AND DEVELOPMENT COOPERATIVE HOS,2020-05-01 12:25:58,2020-05-01 12:25:58,2020-05-01,12,20,15,4,1,0,10,10,0
DOH000000000004395,660,ALABANG MEDICAL CLINIC - LAS PIÑAS BRANCH,2020-04-18 14:44:03,2020-04-18 14:44:03,2020-04-18,10,10,2,4,10,2,15,12,2
DOH000000000004474,2063,SANTISSIMA TRINIDAD HOSPITAL OF DAET,2020-05-01 6:17:09,2020-05-01 6:17:09,2020-05-01,10,20,25,4,10,10,10,50,5
DOH000000000004474,777,SANTISSIMA TRINIDAD HOSPITAL OF DAET,2020-04-24 8:05:57,2020-04-24 8:05:57,2020-04-24,10,20,25,4,10,10,10,50,5
DOH000000000004608,1131,BERACHAH MEDICAL CLINIC,2020-04-24 10:40:55,2020-04-24 10:40:55,2020-04-24,10,80,90,4,5,4,10,250,15
DOH000000000004608,365,BERACHAH MEDICAL CLINIC,2020-04-17 15:10:38,2020-04-17 15:10:38,2020-04-17,6,100,100,4,5,4,10,300,20
DOH000000000004698,2735,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI,2020-05-01 12:25:43,2020-05-01 12:25:43,2020-05-01,19,970,188,4,5,88,60,275,10
DOH000000000004935,3104,ZMK DOCTORS CLINIC & HOSPITAL,2020-05-01 15:56:07,2020-05-01 15:56:07,2020-05-01,4,100,4,4,1,2,4,4,3
DOH000000000004935,822,ZMK DOCTORS CLINIC & HOSPITAL,2020-04-24 8:24:19,2020-04-24 8:24:19,2020-04-24,4,100,4,4,1,2,4,4,3
DOH000000000005079,2352,HINATUAN DISTRICT HOSPITAL,2020-05-01 9:06:40,2020-05-01 9:06:40,2020-05-01,3,300,0,4,78,67,33,530,37
DOH000000000005079,149,HINATUAN DISTRICT HOSPITAL,2020-04-17 11:15:55,2020-04-17 11:15:55,2020-04-17,8,300,0,4,10,25,25,1700,44
DOH000000000005169,1299,SOGOD DISTRICT HOSPITAL,2020-04-24 12:31:17,2020-04-24 12:31:17,2020-04-24,0,100,0,4,35,2,50,100,133
DOH000000000005169,2121,SOGOD DISTRICT HOSPITAL,2020-05-01 7:32:48,2020-05-01 7:32:48,2020-05-01,50,2700,0,4,38,0,50,1000,128
DOH000000000005169,217,SOGOD DISTRICT HOSPITAL,2020-04-17 12:32:12,2020-04-17 12:32:12,2020-04-17,4,0,0,4,17,10,30,200,0
DOH000000000005379,728,PIEDAD MEDICAL CLINIC,2020-04-24 7:02:57,2020-04-24 7:02:57,2020-04-24,2,100,10,4,2,5,10,100,10
